POLE3
DNM3OS
AGBL5
NDUFA6-AS1
PBXIP1
NAV1
NAV3
NAV2
LIG1
BDP1
IREB2
BOLL
CSPG5
ZKSCAN1
ZKSCAN3
ZKSCAN5
ZKSCAN4
ZKSCAN7
ZKSCAN8
TMEM182
TMEM189
TAF6
TAF5
TAF1
HMOX2
TSPAN31
ALAD
FOSB
PDXK
CLTCL1
FNIP1
FNIP2
AKAP8L
ANKRD65
PDCD6
PDCD4
PDCD2
TCF21
PDCD1
MINA
HDLBP
DIAPH3-AS1
KARS
SEC22C
ELANE
ADIG
RUBCN
PDCD10
ATPIF1
PRNT
PRNP
TMEM59
TMEM56
TMEM57
TMEM54
TMEM53
TMEM51
FAM84A
ZNF677
ZNF674
ZNF670
ZNF678
C2-AS1
ACLY
MGST2
MGST1
GMDS
LSR
LSS
AGPAT3
PRSS55
PRSS54
PRSS57
SNRPB2
SH3D19
TMEM198B
VAPB
VAPA
MAFIP
FOXO3
BPIFA2
BPIFA3
BPIFA1
ARL10
ARL16
TMEM159
LINC01854
LINC01857
DHRS7B
DHRS7C
MIR3648-1
DMTN
MANBAL
EIF4E3
EIF4E2
SERP2
WDR78
WDR70
WDR73
WDR72
WDR75
WDR74
WDR77
WDR76
LINC00892
MCF2
CDO1
PRPF8
PRPF4
PCF11
ZFP69
ZFP64
PIP4K2A
ZFP62
PIP4K2C
PIP4K2B
CSAD
CDON
LOC115110
DEFB110
DEFB119
DMBT1
PRKG1
FECH
PRKG2
PMEPA1
CALML6
CALML4
CREM
PDGFRA
MCTP1
MCTP2
CA7
NDOR1
LINC01445
BABAM1
AGRN
CA4
RABL6
PACRGL
RUFY1
RUFY3
RUFY2
RUFY4
OR13A1
GPAM
ACSM1
ACSM3
ACSM5
NDC1
EIF4ENIF1
TRIM29
TRIM24
TRIM26
TRIM27
TRIM22
TRIM23
GNPAT
F2R
DNAJC28
DNAJC27
DNAJC25
DNAJC22
DNAJC21
DTD1
HEMGN
BAG1
BAG6
BAG4
BAG5
ZNF385B
ZNF385A
ATXN10
RAP1GAP2
MYL12B
MYL12A
TMPO
ECM2
ECM1
RAB3IL1
NAP1L1
NAP1L4
LOC101929282
IL1RAP
KIAA1143
KIAA1147
KANK4
KANK2
KANK1
CANX
ABHD2
ABHD3
ABHD6
TWF1
USHBP1
C5orf64
C5orf63
C5orf60
CBR3-AS1
FAM47E
CCL3L1
BATF2
AGO1
AGO3
AGO2
FAM120B
FAM120C
FAM120A
MAPK14
MAPK15
MAPK10
MAPK11
MAPK12
MAPK13
FZD3
FZD6
HUS1
AMFR
USO1
PICK1
LPXN
LOC100419583
TMIGD3
TMIGD1
NUP43
TUBG2
SHOX
ABHD18
TARBP2
ZNF652
PPCS
PSPC1
CHL1-AS2
CSF3R
RAPGEF4
UBE4A
LINC00226
LINC00221
PTGDR
TBC1D23
ARPC3
TBC1D21
TBC1D20
TBC1D24
TBC1D2B
TYRO3
ZNF382
ZNF823
CYP21A1P
ANKRD35
ANKRD33
LINC00911
LINC00910
PRAME
MECR
RCAN3AS
SLC27A5
SLC27A6
SLC27A3
SLC27A2
AK9
AK8
TBCK
AK3
AK2
TBCE
AK6
AK5
AK4
WDR87
RAC1
MME
SH2D3C
MIR1236
TMEM55B
ALOX15B
LIN9
SLC24A4
SLC24A2
SLC24A1
C3AR1
UHMK1
ZXDC
EXOSC9
BCKDK
EXOSC2
EXOSC3
EXOSC1
EXOSC7
TULP3
TULP1
TULP4
DISC1
LINC01630
QRICH2
INCENP
ATP13A4-AS1
PAOX
LOC105375800
SKP2
INS-IGF2
SKP1
NUP50-AS1
IFI16
LRRFIP1
TFIP11
LPAR1
LPAR6
LPAR4
LPAR5
MAPKBP1
SPECC1
LIMS2
LIMS1
SUN2
SUN3
SUN1
SEC11A
SEC11C
IFI44
ACKR4
ACKR1
GPER1
MYADM
FAM25C
FAM25G
PCYT1A
C5AR2
PCYT1B
LOC100132215
POLR2E
PRRX1
RGR
RGN
CARD9
CARD8
ERP27
ERP29
SMG5
ABCA12
ADAMTS2
ARHGEF6
IDH3G
ADAMTS9
ARHGEF3
RASL12
RHBG
BMP2K
TSPEAR-AS2
COCH
PIFO
LOC730098
MAEA
CDH2
RBSN
MAEL
CACFD1
UFM1
TXNL4A
TXNL4B
NUTM2G
SNORD115-5
SNORD115-9
WDR63
FAM53C
FAM53A
HOTS
AHCY
SP100
PARG
DHDDS
PARN
PARL
AADACL2-AS1
TSACC
PSORS1C1
PSORS1C3
PSORS1C2
SEMA7A
DDX4
DDX5
DDX6
SCN3A
SCN3B
HLA-J
HLA-H
ZNF211
SLC7A8
HLA-C
HLA-B
HLA-A
SLC7A2
SLC7A3
HLA-E
AMER2
AMER3
IPO8
IPO4
NRBP1
LINC01347
MGAT5B
GABPB1
PHYHD1
MARK3
PAQR5
PAQR4
PAQR6
FADS2
SIL1
PRR5L
LOC103021296
ACAD10
CARNS1
PLOD2
CMPK1
CMPK2
PLOD1
FAAP20
FAAP24
ADGRF1
ADGRF3
ADGRF4
ADGRF5
ALDH6A1
NR2E1
NR2E3
DUS4L
JPH2
JPH3
JPH1
JPH4
PSG11
BOD1
HMBS
SLITRK4
SLITRK2
SLITRK3
SLITRK1
PIK3C2A
PIK3C2G
LST1
LDAH
CEP76
CEP70
PRCAT47
CEP78
USP17L1
USP17L5
USP17L4
TPK1
TST
TANK
MTHFSD
DLG1
DDX39B-AS1
SMG6
EPDR1
NEURL1B
SLC30A10
FAM204A
LINC02081
PPEF1
AFDN
AP1S2
AP1S3
KAZN
POTEG
POTEC
POTEB
POTEA
C21orf91
DCSTAMP
ARMCX6
ARMCX5
ARMCX4
ARMCX3
ARMCX2
FUT6
FUT3
PNMT
FUT1
FUT8
GHR
ATP5J2
SF1
VTCN1
DDX39B
DDX39A
SCD5
PEX11A
PEX11B
PEX11G
PAFAH1B2
GH1
GH2
C10orf128
STARD13
LOC101928464
MT1F
MT1G
BLVRA
STARD4
STARD5
EGFLAM-AS2
CERCAM
FAM35A
NAE1
GXYLT1
GXYLT2
CSPP1
TBCEL
PUS1
PUS3
ETS2
ETS1
CHRM5
CHRM3
GLRB
MGAT1
MGAT3
GLRX
SNAR-B2
SNAR-B1
MMP8
MMP2
MMP1
TRAPPC2L
KCNE1
CBFA2T3
CBFA2T2
IRF2BP2
C9orf84
USP38
USP39
USP30
USP33
SHMT1
PPFIBP1
PPFIBP2
LDLRAD4
HHIPL1
KIF26B
UBAP2L
SUPT7L
REV1
DACT3-AS1
RHBDF2
CTNND2
CTNND1
ZNF534
ZNF530
ZNF532
ATL3
ATL2
MIR5096
ZMIZ1-AS1
PIN1
PIN4
SMOX
NPAS4
NPAS3
NPAS1
AP4E1
LINC00710
TSEN34
FAM166B
PURG
MAN2B2
MAN2B1
MIR3674
FSTL5
KCTD13
NUF2
ANXA8L1
C12orf40
C12orf43
C12orf42
NFAT5
KCTD15
KCTD14
GSK3B
UBD
MSTO1
UBB
CARD19
AKR1A1
URAHP
MAT2B
RNF220
ZBTB9
MED30
SEZ6L2
HECW1
HECW2
CASC9
FGF13
FGF12
FGF11
FGF17
FGF14
VCAM1
OXNAD1
SLC25A32
ETFBKMT
KCNJ13
KCNJ11
TFAM
KCNJ16
KCNJ15
TMX2
DAZAP1
DAZAP2
MLC1
TLCD2
TLCD1
FAR2P2
TWNK
C6orf120
CDC42SE2
CDC42SE1
RERGL
APRT
C19orf57
LACTB
CLPSL2
GEMIN7
PUM2
PUM1
RAD1
LOC283299
EQTN
AKTIP
LRRC74B
ZC3H3
CYP2J2
TNFRSF10B
XIAP
NUP88
CLCA4
WFDC10B
LARP1B
FAM96A
FAM96B
SLC43A2
ZNF736
UBIAD1
LOC105374820
SLCO5A1
NHS
APOL5
APOL4
APOL3
APOL2
APOL1
NOS1
NOS3
LOC100129940
ZNF121
LOC101928617
RPP14
PATZ1
URGCP
SMAGP
XYLT2
TESK1
TESK2
VWC2
MGEA5
PDE5A
PKM
ITPK1
CEP170
NAPRT
LINC00998
CHAT
MXD3
MXD1
ENAH
ASL
ATP6V0B
ATP6V0C
LAMP5
COL5A1
LAMP2
DUT
NAT10
ALDH2
C18orf8
UQCR10
RPRD1A
ASAH1
ASAH2
ZNF69
FAM227B
FAM227A
APOC1P1
LOC102467080
CETP
MIPOL1
NCAPH
NCAPG
RNA5-8S5
POM121
PARP9
NONO
TRPM4
TRPM6
TRPM7
TRPM1
TRPM2
TRPM3
SULT1C3
SULT1C2
SULT1C4
EPN1
LOC105375556
FAN1
EPN2
ERBIN
TFDP2
TFDP1
SLX1B
BCAS4
BCAS3
BCAS1
PABPC1L
LINC00506
CD82
CD84
CD86
SLC8A1
IDI2-AS1
SLC8A3
ZBED1
ZBED3
BNIP3L
ZBED5
ZBED8
ZBED9
CD8A
GALNT16
PORCN
GALNT14
GALNT15
GALNT13
GALNT11
HARS2
LIMK2
CCDC74B
CCDC74A
LIMK1
BRI3
PPY
LOC102723471
RFC4
FAM213A
LAT2
NME1-NME2
SPACA5B
KIAA0825
PTBP3
PTBP2
PTBP1
FAM19A4
FAM19A5
FAM19A3
FAM19A1
CACNA2D2
PRAP1
PTGES3L-AARSD1
PIK3R6
PIK3R5
PIK3R3
PIK3R2
PIK3R1
PTCRA
TUBAL3
C14orf105
TOMM40L
RBKS
NCAM1
USP17L29
USP17L22
USP17L20
USP17L21
USP17L26
USP17L27
USP17L24
USP17L25
REEP1
REEP2
REEP4
REEP6
CECR1
CECR2
TSKU
CECR6
ARL6IP6
ARL6IP4
ARL6IP1
FER
FES
MAPK8IP3
CASC11
CASC18
SLFNL1
SEC31A
UBOX5
ANKRD6
ANKRD2
LONP2
PDGFA
PDGFB
PDGFC
PDGFD
RCC1
RCC2
DUOXA1
FHIT
NIFK-AS1
B2M
SPTLC1
ABCD3
ABCD4
LOC286177
DGAT2
GRAP2
DSEL
GATAD2B
KCNH5
KCNH7
KCNH6
KCNH1
KCNH3
KCNH2
NDUFAF5
NDUFAF7
NDUFAF6
NDUFAF1
OR2H2
LINC00310
LOC101928000
PIK3CD-AS2
PRKAR1A
PRKAR1B
SAR1A
SAR1B
NIPSNAP1
DCAKD
BIN1
SPG11
HLA-DMA
SYTL5
SYTL4
SYTL1
SYTL3
SYTL2
FAM182B
VOPP1
PLEKHH3
KCNS3
LOC100505478
MTRR
MAVS
CLUAP1
FOXP3
FOXP1
IL10RA
MSL2
MSL3
MYCN
MYCL
PARPBP
TKT
TMEM45B
TK2
TK1
MSLN
MFNG
MALAT1
LRRC3B
ECD
THTPA
CIB2
NDFIP2
CIB1
PRIMA1
LOC100133091
LRRC39
LRRC31
LRRC32
LRRC34
LRRC36
LY6G5B
MFN2
SVIL
SVIP
CLCNKB
CCDC169
CCDC163
CCDC166
TJAP1
MAGEA12
MAGEA11
LINC01060
BOLA3-AS1
CMKLR1
UQCRH
UQCRB
FCAR
LINC00339
C4BPB
PTPN3
PTPN2
PTPN1
PTPN7
PTPN6
PTPN5
BTF3
SMIM10L1
GRK4
AGBL4
AGBL3
EVI5L
ARRB2
ARRB1
GPNMB
PSMA3
PSMA1
PSMA4
LOC101928111
SLC22A18AS
PSMA8
SYNRG
FMR1-AS1
MGLL
GUCD1
ENKD1
NAMA
C9orf131
C9orf135
AGPAT2
AGPAT1
TMEM155
TMEM156
FOXO4
ANGEL2
C11orf21
C11orf24
SPAG1
SLC34A1
SLC34A3
SLC34A2
UBR2
UBR7
UBR5
CCNY
CCNF
CCNC
CCNO
CCNH
CCNJ
NCKAP5
NCKAP1
INVS
MEGF8
C16orf62
CDC25C
CDC25B
CDC25A
UAP1
TMPRSS13
ZNF821
ZNF827
ZNF829
LRIG3
LRIG2
A1CF
ACAN
POT1
CD302
PM20D1
CLHC1
LYZL4
PIAS2
PIAS1
ZNF311
TEX38
ZNF317
TEX30
TEX36
TEX35
SAE1
SLCO1C1
PIF1
SDHA
SDHC
SDHD
MSC-AS1
CYP3A43
DLG3
DLG2
DLG5
DLG4
LINC01262
FAM114A1
FAM114A2
PQLC1
GMIP
R3HCC1L
ADRA1A
MIR4506
MIR4507
CAPZB
GABRG3
GABRG2
C1orf27
LINC01881
AHSA1
AHSA2
GLMP
GLMN
GSTO2
GSTO1
TTC31
TTC36
TTC34
FRMPD2
PDE10A
STAG3L5P-PVRIG2P-PILRB
GEMIN8
GEMIN2
SPNS3
GEMIN5
KRBA1
KRBA2
ZWINT
MCRS1
MLKL
KIF18B
ZSCAN16-AS1
CLEC10A
TGM2
TGM5
TGM6
EIF3J
EIF3K
EIF3L
EIF3M
SLX1A
EIF3B
MKKS
NOL11
NOL10
SMG7
BARD1
INPP5E
LOC101927829
LOC100294145
TUBD1
MRNIP
CA11
CA10
SDSL
RALY
HIKESHI
CDKN2B-AS1
DBF4B
DNAJB2
DNAJB1
DNAJB6
DNAJB5
DNAJB4
AMDHD2
DIDO1
LOC101927318
GRIK1
GRIK2
GRIK4
GRIK5
GLRA2
RNF145
RNF146
GRSF1
NENF
ASAH2B
XCR1
XPR1
NFXL1
GREM1
ZPLD1
ATP6V1C2
PPP1R3F
TOMM5
PPP1R3B
NSG1
PPP2R3C
TBXAS1
PPP1R35
PPP1R32
INPP5A
INPP5B
INPP5D
INPP5F
INPP5J
INPP5K
MSANTD4
MSANTD1
MSANTD2
MSANTD3
CNST
VPS37A
LOC646241
COL12A1
CHIA
CARNMT1
CASK
CAST
CASR
ADAM22
ADAM29
ADAM28
PTPRG-AS1
MMEL1
TTF1
ZNF544
CBR1
ANXA2
ANXA4
ANXA7
ANXA6
ANXA8
MEST
GCLM
POU5F1
SASS6
M6PR
SSX5
USH2A
SSX1
MRGBP
CPT2
PYGL
PYGM
LOC105376114
PMS1
PMS2
MST1R
GRIP1
SLC19A2
SLC19A1
NXF5
NXF1
PHTF2
PGM1
PGM3
CDC27
SHBG
LIN54
LINC00588
PPP1R12A
PPP1R12B
PPP1R12C
PGPEP1L
STAG3L4
BCAP31
VPS36
VPS39
TAS2R43
TAS2R42
TAS2R46
TAS2R45
KCTD3
KCTD2
KCTD1
KCTD7
KCTD6
GLTSCR1L
LINC-PINT
SLC38A11
SLC38A10
PXN
LOC374443
CEP95
ESF1
S1PR5
USPL1
UPF3B
UPF3A
IFITM10
ZFYVE19
NTNG1
ZFYVE16
THY1
TNS2
TRAF3IP1
ANGPTL6
ANGPTL4
MMP11
MMP19
KCNK16
KCNK17
ZC2HC1C
KCNK10
MMACHC
C14orf180
TCN2
RTN2
TSC2
GPRC5C
GPRC5B
SCLT1
ALG1L
PRH1-PRR4
ALG11
ALG13
ALG14
RIOK2
RIOK1
SIX3-AS1
BANF1
BANF2
CD164L2
AHSP
SHISA4
WIPI1
KRT40
IL37
IL34
IL32
IL33
HMBOX1
COX14
SHISA9
HYOU1
GTSF1L
AMACR
AZU1
SAYSD1
ERAP2
ERAP1
NMRK2
NMRK1
LOC100996671
DDX59
DDX52
DDX56
GATS
GATM
GATC
BET1
EGLN3
DNAH3
DNAH9
ALCAM
GPR17
TPM4
TPM2
TPM1
ETF1
LOC100499484-C9ORF174
OR8K1
OR8K3
GNB5
GNB1
GNB3
PARD3B
CECR5-AS1
CKAP2L
TGFBR3
LOC389831
ETFB
GTF2A1
GTF2A2
IL18BP
RPE
CALD1
NUP62CL
CSTF1
CSTF3
CSTF2
BPTF
ADGRV1
SOX30
CLN3
CLN8
ACSM2A
GCSAML
PPAN
HRAS
TRAPPC6A
TTN-AS1
JMJD1C
DTNBP1
TUB
CDC14B
CDC14A
GPR179
GPR176
MEIOB
SH3YL1
SS18L1
UCHL5
UCHL3
RARRES1
ZNF408
PRELID1
LINC01578
PPP6R3
FLNB
EFCAB6
EFCAB1
TLX1NB
LINC00623
TRAF3IP2-AS1
SIAE
DUBR
PRKCSH
LANCL3
LANCL1
NPEPPS
RAB7B
EFEMP1
EFEMP2
LOC100506990
OR4M2
WNT5B
WNT5A
HNRNPH1
HNRNPH3
HNRNPH2
ICA1L
HNRNPUL1
DPH6
STOML3
STOML2
STOML1
LOC105371899
DCAF11
DCAF10
DCAF17
DCAF16
MIS12
TXN
PAPSS2
WARS2
ADNP-AS1
TRMT10A
TRMT10B
SLC35E2
SLC35E4
MYOZ3
WRB
SCNM1
TCF12
TCF19
UROS
UROD
LOC388242
HMMR
RPRD2
SGIP1
C8orf31
C8orf34
KLHL26
KLHL21
KLHL22
TMEM80
KLHL28
POLG
LTB4R
HPN-AS1
POLM
POLL
POLK
POLH
IL17B
CHRDL1
CHRDL2
GLRA3
FAM89B
C2CD2L
EI24
SGMS2
PRC1
EPS15
LMCD1
AOC3
ZNF644
ZNF641
GTPBP10
AOC2
SPATA5L1
PRCD
ZNF391
PRCP
ZNF394
ZNF396
ZNF397
PACRG-AS2
NUDT22
POPDC2
POPDC3
SPIN3
IFT52
RPL35A
LPO
GOLGA2P5
CLECL1
DDAH1
DDAH2
LINC01806
CRELD2
CRELD1
VWC2L
ARL4C
GLE1
JAML
JAM2
JAM3
GALNT9
ZWILCH
GALNT2
KIF14
KIF17
NLRP7
NLRP6
NLRP1
NLRP3
NLRP2
PSEN2
PSEN1
NLRP8
WDR26
WDR27
WDR25
WDR20
GNAO1
LINC00869
LINC00868
LINC00863
LINC00861
IGF2BP1
IGF2BP2
TDRKH
KIF1A
KIF1B
CD109
ZFP37
ZFP30
SPIRE1
NLRP11
NLRP10
NLRP13
NLRP12
LOXL3
SPATC1L
VIPR2
VIPR1
FAM207A
PPP4R1-AS1
CNTRL
CACNG6
RANBP10
SELENBP1
NSFL1C
ZNF542P
LAS1L
SLC25A22
SLC25A21
SLC25A26
SLC25A27
SLC25A24
SLC25A25
SLC25A29
COL18A1-AS1
ZNF771
COLCA1
COPB1
COPB2
KDELC1
LOC105370697
ZBBX
MKS1
LOC400710
GLB1L
AP4B1-AS1
MAGEC3
PSTPIP1
POFUT2
POFUT1
SNX17
SNX16
SNX15
SNX14
SNX12
SNX11
SNX10
SNX19
ICAM4
ICAM2
CTDSP1
CTDSPL
SMTN
TMEM87B
TMEM87A
SGK3
SGK2
C1orf162
LINC00472
LINC00473
LINC00476
TRIM77
MAP4K3
MAP4K5
LOC105378349
GPD1
GPD2
ZNF204P
MICU1
NEFM
NRG1
NRG3
NRG2
NRGN
NUMB
MIR3680-1
SCAND1
PSAT1
TFCP2
SLFN5
SPINT2
PXK
SPINT1
KHK
MSRB3
HELZ2
NXN
FANCD2OS
EPSTI1
PPIP5K2
PPIP5K1
LOC101928160
C9orf3
OTX1
OTX2
YEATS4
STAG2
STAG3
LONP1
ASMTL
HMGA2
HMGA1
