IGFLR1
PEX5
PEX6
REG4
GNAI2
TFPI
GDA
RPS17
PLCXD1
TSSC1
PTPRS
PTPRR
TINF2
PTPRF
PTPRE
PTPRD
PTPRC
PTPRB
PTPRA
PTPRO
PTPRM
PTPRK
PTPRJ
PTPRH
IFT20
IFT22
GAPVD1
DMPK
PLS3-AS1
RC3H2
WDR33
IL15RA
GIGYF2
TLE3
TLE2
TLE6
TLE4
CACNA1G
LTBP4
LTBP1
MBD2
MLPH
REXO4
SLC25A17
KIAA1429
SLC25A14
ZNF280D
ZNF280B
VIT
LINC01488
STAC
STAM
ARIH2
CLDN7
PCNX1
IRF7
IRF6
PANX2
TEX101
C1orf159
DDX19B
LINC00461
TRIM69
TRIM67
NRF1
ARAP1
BID
MBD1
RDX
PARK2
DMTF1
GUSB
KIZ
SLC25A16
TNFRSF19
CHODL
TNFRSF1A
NDUFA10
RAB1A
CHRD
BRWD1
DGKZ
RHOBTB2
INO80E
INO80C
FAM124A
LINC01138
AP2M1
C6orf25
KIF16B
PDE9A
TATDN1
BBS9
AGK
NIPA2
SLC50A1
PIK3CB
MEG3
LOC102723727
MAX
MAZ
ERI2
MAK
CSDE1
KIAA1217
NPHP1
NPHP4
IRF3
SP110
RAB11FIP3
RAB11FIP4
CLIP1
CLIP4
CD44
CD47
CD46
CD40
LOC101927043
IL31RA
PAK4
PAK3
NUBPL
MFSD2A
GLYCTK
NUBP2
NUBP1
GAS7
UGT2A1
C22orf34
PLPP5
PLPP4
DDX19A
SMARCA2
SMARCA4
POMZP3
FYN
OSTC
CALCR
CALCA
UNK
CUL2
SP140
ARHGAP9
ARHGAP6
ANXA11
MRPL4
BORCS8-MEF2B
CYB561A3
COL4A3BP
RPS6KC1
AMHR2
CATSPER2
MAPKAP1
DEDD2
FAM178B
ENOSF1
PTP4A2
GIN1
NR1I3
ULBP1
UQCC1
LOC100128317
HTRA2
POLR2B
POLR2H
TMEM235
TMEM234
ANKHD1
SIN3B
TVP23A
TAB2
SUMO1
TMCO6
MIB2
CYP3A5
PEPD
ZIC4
C21orf58
ING3
VASH2
ACP1
ACP2
GLS
NT5C3A
ACPP
NPNT
UGT2B28
MTMR2
MTMR1
NAAA
SFI1
DNASE2B
FARP2
FARP1
SNAP47
DEPDC4
DEPDC5
SCYL2
STXBP5
ICE2
CDK2
CDK7
RERE
SUPT3H
LOC100130357
PRKCZ
SGSM1
PPIL6
CCDC92
ZNF570
ZNF573
SETDB1
KCNAB2
RPL15
RPL17
RPL13
GPATCH2
MIPEPP3
STIL
PHKA1
FGGY
ILK
MORF4L2
MORF4L1
TBL1XR1
PAX8-AS1
SNRK
IL7
DTX2
OXR1
CMAHP
AKR1E2
HSPBP1
SSH2
MAP3K14-AS1
MIF4GD
ARID4B
MMS19
PLEKHA4
ADGRG6
LOC101929241
UBXN1
TFEC
TFEB
DGUOK
SSBP1
SSBP2
AMZ2
ZNF772
L1CAM
BAZ2B
LCTL
TRPT1
SPRTN
MYH10
MYH11
MYH14
LMF1
LEF1
PGC
PDE1C
PDE1B
PDE1A
PGR
MRS2
DMXL2
ADAL
SF3A3
ZNF25
ZNF26
ZNF23
ZNF28
SH3TC1
DIS3L2
TMEM9
ARNT
SLAMF7
SLAMF1
CAPRIN2
CCNT2
ZAN
ZAK
RUNX2
RUNX3
APOBEC1
RUNX1
SLC9A5
SLC9A8
PLCB2
PLCB4
ARHGEF38
ESR2
ESR1
EARS2
A2M
KLRF1
PRRT3
CFAP47
OAT
CCK
CHTOP
PCBP2
LZTS2
HOPX
RFWD2
TRMT1
SEMA3B
TMEM183A
ZNF85
C1QTNF5
CREB3L2
C17orf78
DUS2
ATF7IP2
LMO3
LRR1
WDPCP
OSCP1
TAF4
BPHL
LINC01010
NT5C1B-RDH14
A2ML1
SPARCL1
TMEM41B
CNOT9
CNOT8
CNOT7
MYO6
GNPDA2
RASAL2
SLC12A6
SLC12A9
MRVI1
WHRN
CCDC125
SLC11A2
CCDC129
STK26
DTYMK
ITGA9-AS1
SPDYA
DNMBP
MRVI1-AS1
TCF20
CXorf36
KDM4C
PSME3
ZMYND8
APP
MARCH2
NOP14
NOP16
EPHB6
TMEM175
TMEM173
C11orf65
C11orf63
PSMG3-AS1
GSR
CASP10
CASP12
THPO
GSN
ZFP1
ATP2B2
XRN1
GLIPR1L2
NFATC4
IDE
OBP2B
DLC1
MGME1
BBS4
GLI1
ORC4
ORC5
DMKN
C2CD3
C2CD5
KIAA0586
CABYR
SH2B1
RGS22
PLB1
SASH1
VPS50
CYB5A
PCK2
ESRP1
FAM92A
THOC6
ZNF671
RNF103
RECQL5
YTHDF3
LOC439933
PHLDB1
LETMD1
MTMR12
CEP57L1
ST3GAL3
ST3GAL6
ST3GAL4
MON1B
MSH5-SAPCD1
RBM41
RBM47
PPM1A
PPM1L
CHEK1
GCFC2
ADPRH
C2
C5
EXPH5
PISD
CAPN9
AP3B2
CREBRF
BLNK
HSDL2
NR2F1-AS1
IL1R2
IL1R1
ABHD10
ABHD11
ITPR1
IL1RN
ERCC6L2
HIVEP3
EOGT
STPG1
NSUN5P1
LOC729218
GRAMD3
PCDH11X
PCDH11Y
ARHGAP12
IL7R
C4orf47
ARFIP1
ARFIP2
TRIP12
TRIP13
USF2
NTPCR
MSH5
MSH6
ASMTL-AS1
LOC441242
COPE
GPR137
ATF7IP
MCMDC2
RAI14
LINC01533
LINC01535
PNPLA6
PNPLA5
PNPLA8
PINLYP
SFPQ
PHTF1
PALLD
RBMS3
NOXA1
C3orf22
CCDC102B
TMEM116
SLC35A2
SLC35A3
MPDZ
ASIC5
ASIC1
ABCB11
MMD2
PMP22
RBPMS
STON2
BEST1
TNPO3
METTL8
MOV10L1
STON1-GTF2A1L
PDPK1
PRG4
TIMM23B
FKBP9
FAM133A
SOAT1
SRGAP2
LTF
LTK
TTC7A
GYG1
GYG2
HNF1B
PTK2B
KIAA1468
PROM1
LINC00824
SLC41A3
CNTN1
CNTN4
CNTN5
TXNRD2
TXNRD1
CCDC40
COASY
CDKL5
CDKL4
CDKL3
CDKL2
DUSP13
FBXO25
FAM107B
IQGAP2
PCMTD1
POU2F1
TOR1AIP2
RNF185
RNF180
ZBTB20
ZBTB25
MROH1
SYT12
SYT13
SYT14
BCS1L
LAMTOR4
STRN3
SDR16C5
MVB12B
HSD11B1L
COL13A1
GPSM3
GPSM1
AIMP2
DDX3X
HSH2D
DDX3Y
C20orf24
PRDM5
PRDM1
PRDM2
PRDM8
HIPK1-AS1
ANAPC16
ANAPC11
ANAPC10
MYB
LACE1
PILRA
MRAP2
TBC1D2
TBC1D7
LEKR1
FRMD4A
WDSUB1
GPM6A
DYSF
DPCD
LINC00428
INSIG1
ABCA8
LAMA3
TAF1C
F7
F8
HTR3D
HTR3E
HS2ST1
DYNLRB1
FAM228B
ARAF
TEP1
TEX264
SAMD9L
PKHD1
VSIG4
CNOT10
CD74
MCFD2
FASTKD1
SRP72
MAPK7
MAPK4
MAPK9
WTAP
UNC119
MFSD7
KAT6A
MAGI1
UGT2B4
NGEF
STAT5A
VWA5A
TNIK
OCLN
TYW5
CFC1
C2orf76
EXOC6B
SCAMP5
L3MBTL1
SERAC1
THBS3
TTC28-AS1
AP1G2
SCP2
RAB34
HJURP
DOK2
WDR93
DOK7
DOK4
YPEL5
ARMC8
ARMC9
ARMC4
ARMC5
ARMC3
PDCD6IP
RANGRF
DANCR
PPP2R2B
CEP83
CEP85
HNRNPDL
EEF2KMT
TMEM263
SFT2D1
DAP3
SHROOM2
SHROOM1
TAZ
PELI3
F11-AS1
SRPK2
UXS1
RPN2
PES1
NOSTRIN
ASB2
ASB4
ATP5SL
TMEM40
ZNF600
RASGRP1
RASGRP4
ENKUR
DLST
SDCBP2
ZNF559-ZNF177
NBPF15
NBPF11
NBPF10
PAPOLA
ZSCAN32
ZSCAN31
WDR61
WDR66
CEBPZOS
KIF5C
MASP1
MASP2
IFNGR2
CDK1
USP45
USP44
USP47
BLM
VDAC2
RPS9
RPL28
ATG7
ATG5
SGO1
HP
TRIM37
TRIM35
TRIM34
CCDC180
C14orf37
NEBL
ZNF585A
CCDC186
INTS9
INTS8
FPGT-TNNI3K
NEDD1
NEURL3
BRE
TMPRSS3
TMPRSS5
ABCC10
EMG1
COMMD9
COMMD6
COMMD4
ZMYM3
ZMYM1
ZMYM5
LMNTD1
ANO7
ANO3
HIP1R
GTF2I
CSGALNACT2
CYP2C8
APOBEC3H
APOBEC3F
DHFR
LPIN1
SNTG2
NUP35
SLC1A7
CCNL2
SLC2A8
SLC2A5
LINC00238
CEACAM1
ATRIP
CEACAM3
GTF2IRD2
IQUB
TBC1D30
TBC1D32
TMEM126B
PLCZ1
GSG1L
LINC00907
SF3B1
CNIH3
EDRF1
ADD3
ADD2
ADD1
PKD2L2
CWC27
FMO2
FMO3
CASZ1
FMO5
JADE1
KRT85
TSEN2
STX16
DPP8
SUOX
DPP6
SH3D21
STMN4
BCAN
ELOVL7
ELOVL5
CWF19L1
RBL2
APOBEC3B-AS1
MTF2
TPTE2P5
TMEM106A
RHCE
RIC1
SEMA4A
SEMA4B
SEMA4D
SEMA4F
SCN4B
ZNF197
ZNF195
PDS5A
UBXN2B
ZNF227
KCNQ5
KCNQ2
KCNQ1
PDE4A
OTUD4
SUCLG2-AS1
HTRA3
PEA15
MGAT4A
RAD17
LDB2
LDB3
RUBCNL
ADGRG7
PLEKHA5
PLEKHA7
ADGRG2
MGAM
TPTE
POTEB2
POTEB3
VGLL4
CADM1
SATB2
SATB1
CNNM1
PIP5K1B
PIP5K1A
PHF11
PHF12
PHF19
LINC01018
ZC3HAV1
SCEL
NADK
DIP2A
CEP85L
CD300LF
CAPN3
SEPT10
AANAT
SOHLH2
CLDN19
ZNF529
GORAB
FKBP5
MAN2C1
LAT
CYP51A1-AS1
NFASC
PARVB
TPRA1
BEND6
BEND2
CNEP1R1
GRAMD1C
GRAMD1A
YAP1
ETV7
NTM
TUBGCP2
TUBGCP3
FLAD1
BANP
ST6GALNAC6
ST6GALNAC5
ST6GALNAC1
KIF13A
HPS4
HPS1
HPSE
YIPF1
SPTAN1
CDCP1
MKL1
PI4KB
KCNMB2-AS1
UCMA
USP8
USP3
USP4
USP6
TNFRSF11A
PRPSAP2
ETFDH
NIN
FAM13C
FAM13A
PLCE1-AS2
GBP3
GBP6
OTOA
OTOF
APOPT1
DDC
STAT6
APH1A
STAT1
PLG
PDE4B
PDE4D
BMPR1B
ALDOA
CAND2
ZNF79
APLP2
ZNF74
GIPC1
FZR1
MEGF10
MEGF11
CPS1
KIAA0040
BTBD9
BTBD7
NFIC
SPATS2
PHF20L1
VCAN
ATRN
SELL
NFIB
NFIA
